20171113134253	0.00	0.00	0.00
20171113134309	0.00	0.00	0.00
20171113134322	0.00	0.00	0.00
20171113134323	7.50	757.60	-14.17
20171113134324	7.30	757.60	-14.17
20171113134325	7.30	757.60	-14.17
20171113134326	7.30	757.60	-14.17
20171113134327	7.30	757.50	-14.17
20171113134328	7.10	757.50	-14.17
20171113134329	7.10	757.60	-14.17
20171113134330	7.10	757.60	-14.16
20171113134331	7.10	757.50	-14.16
20171113134332	7.10	757.50	-14.15
20171113134333	7.10	757.50	-14.14
20171113134334	7.10	757.50	-14.14
20171113134336	6.90	757.50	-14.14
20171113134337	6.90	757.50	-14.13
20171113134338	6.90	757.60	-14.13
20171113134340	6.90	757.50	-14.12
20171113134341	6.90	757.50	-14.11
20171113134342	6.80	757.40	-14.11
20171113134350	6.60	757.50	-14.10
20171113134351	6.60	757.30	-14.07
20171113134352	6.60	757.30	-14.07
20171113134353	6.70	757.30	-14.06
20171113134354	6.70	757.30	-14.06
20171113134355	6.60	757.40	-14.06
20171113134356	6.60	757.40	-14.04
20171113134357	6.50	757.50	-14.04
20171113134358	6.50	757.50	-14.03
20171113134359	6.50	757.40	-14.03
20171113134400	6.50	757.30	-14.03
20171113134401	6.50	757.30	-14.02
20171113134402	6.50	757.30	-14.02
20171113134403	6.50	757.30	-14.02
20171113134404	6.50	757.30	-14.02
20171113134405	6.50	757.30	-14.02
20171113134406	6.50	757.30	-14.00
20171113134407	6.50	757.30	-14.00
20171113134408	6.40	757.30	-14.00
20171113134409	6.40	757.30	-13.98
20171113134410	6.30	757.30	-13.98
20171113134411	6.30	757.30	-13.98
20171113134412	6.30	757.30	-13.98
20171113134413	6.20	757.30	-13.97
20171113134414	6.20	757.30	-13.97
20171113134415	6.20	757.30	-13.96
20171113134416	6.20	757.30	-13.96
20171113134417	6.30	757.30	-13.96
20171113134418	6.30	757.30	-13.95
20171113134419	6.20	757.30	-13.95
20171113134420	6.20	757.30	-13.94
20171113134421	6.20	757.20	-13.94
20171113134422	6.20	757.20	-13.94
20171113134423	6.20	757.30	-13.94
20171113134424	6.20	757.30	-13.92
20171113134425	6.00	757.30	-13.92
20171113134429	6.10	757.20	-13.91
20171113134430	6.00	757.20	-13.89
20171113134431	6.00	757.40	-13.89
20171113134442	6.00	757.20	-13.88
20171113134443	6.00	757.20	-13.82
20171113134444	6.00	757.20	-13.82
20171113134450	5.80	757.20	-13.81
20171113134451	5.80	757.20	-13.77
20171113134452	5.80	757.10	-13.77
20171113134453	5.80	757.10	-13.76
20171113134454	5.80	757.20	-13.76
20171113134455	5.80	757.20	-13.76
20171113134456	5.80	757.20	-13.76
20171113134457	5.80	757.20	-13.75
20171113134458	5.80	757.20	-13.75
20171113134459	5.80	757.20	-13.74
20171113134500	5.80	757.10	-13.74
20171113134501	5.80	757.10	-13.74
20171113134522	5.80	757.10	-13.72
20171113134523	5.80	757.20	-13.64
20171113134524	5.80	757.20	-13.63
20171113134529	5.60	757.00	-13.63
20171113134530	5.60	757.20	-13.60
20171113134536	5.60	757.20	-13.57
20171113134537	5.40	757.10	-13.57
20171113134538	5.40	757.10	-13.56
